target,text,nltk_clean_text,spacy_clean_text
0,Still trying to pin point some good fundraising ideas ...we need to support the arts in our childrens schools ,still trying pin point good fundraising idea need support art childrens school,try pin point good fundraising idea need support art children school
1,"@ngowers I think the actor is early 20s... Looked it up a while ago. He is divine, though ",think actor early 20 looked ago divine though,think actor early s look ago divine
0,omg i reallly like josh ,omg reallly like josh,omg reallly like josh
0,@Saraahhhh lmao. I ran out of texts on my contract ,lmao ran text contract,lmao run text contract
0,why do some ppl not want to see me ,ppl want see,ppl want
1,http://twitpic.com/69s47 - I pale in this photo ,pale photo,pale photo
0,@Jamie_127 dive may involve u in another a&amp;e trip not recommended! um i have the flu  so bed bound with chicken soup x,_127 dive may involve u another aampe trip recommended um flu bed bound chicken soup x,dive involve u aampe trip recommend um flu bed bind chicken soup x
1,Finally found @taylorswift13's Fearless CD in Indonesia ,finally found fearless cd indonesia,finally find s fearless cd indonesia
1,"mon the gers, lets do the double ",mon gers let double,mon ger lets double
0,"Tracker will be down for a bit, sorry ",tracker bit sorry,tracker bit sorry
0,is suffering from gastric acid since Saturday morning..huhuhu HELP! ,suffering gastric acid since saturday morninghuhuhu help,suffer gastric acid saturday morninghuhuhu help
1,@rossomachin  ÑÐ¶Ðµ Ñ?Ð¾Ð²Ñ?ÐµÐ¼ Ñ?ÐºÐ¾ÑÐ¾ Ñ?ÑÐ¾ Ð¾Ñ?Ñ?Ð·Ð°ÐµÐ¼Ð¾Ðµ Ð²ÑÐ¹Ð´ÐµÑ - Ð¾ÑÐ°Ð»Ñ?Ñ? Ð¿Ð¾Ñ?Ð»ÐµÐ´Ð½Ð¸Ð¹ ÑÐ¸ÐºÐµÑ Ð² Ð²ÐµÑÑ?Ð¸Ð¸ Ñ? Ð²Ð°ÑÐµÐ¹ Ð¸Ð´ÐµÐµÐ¹ - Ð¿Ð¾ÑÐ¾Ð¼... re: http://ff.im/29FPQ,,
1,@BorisHotch I was home when I tweeted.  Tweeting whilst driving is almost as douchebaggish as pickup truck drivers. ,home tweeted tweeting whilst driving almost douchebaggish pickup truck driver,home tweet tweet whilst driving douchebaggish pickup truck driver
0,"has bronchitis, even though I get to miss work, i would rather be well and work than have this cough ",bronchitis even though get miss work would rather well work cough,bronchitis miss work work cough
0,wants ice cream and needs her friends ,want ice cream need friend,want ice cream need friend
0,My main computer has had a meltdown. I weep. I don't want to lose my emails. They go all the way back to 2004. ,main computer meltdown weep dont want lose email go way back 2004,main computer meltdown weep not want lose email way
1,Watching spongebob!  ,watching spongebob,watch spongebob
1,"@rdaneel75 Yes, there is a we. ",yes,yes
0,"I think I got a flu. Aw shit, not a good way to start a holiday ",think got flu aw shit good way start holiday,think get flu aw shit good way start holiday
0,hmmmm.... nap time? no. not yet ,hmmmm nap time yet,hmmmm nap time
0,gd morning tweets! Today is my last day in Bali..    i dun think i can leave. Sobss,gd morning tweet today last day bali dun think leave sob,gd morning tweet today day bali dun think leave sobss
1,"@trixie I love your interview with Gareth, great photos ",love interview gareth great photo,love interview gareth great photo
0,"@sapiduduk huehehe, can't view the vid, man, on EDGE only now  The song was on Star Trek, right? Niiiice!",huehehe cant view vid man edge song star trek right niiiice,huehehe not view vid man edge song star trek right niiiice
0,Internet failing me with Breaking Bad again ,internet failing breaking bad,internet fail breaking bad
1,@HilzFuld that is beyond stupid and goes against the point of twitter - butting in on other peoples conversations ,beyond stupid go point twitter butting people conversation,stupid go point twitter butting people conversation
0,Graduation party and wedding today. Don't know if ill make the wedding ,graduation party wedding today dont know ill make wedding,graduation party wedding today not know ill wedding
0,Watching yiddos vs the toon... ,watching yiddos v toon,watch yiddo vs toon
0,@SwampTroll Oh I just looked at that while eating my Frosted Flakes.  ,oh looked eating frosted flake,oh look eat frosted flake
1,"@Natazzz aww bless, u can tell u've not met me. noone in their right mind wud call me cute! i like my outfit tho, and i have new hair ",aww bless u tell uve met noone right mind wud call cute like outfit tho new hair,aww bless u tell uve meet right mind wud cute like outfit tho new hair
0,@cidermaker morning! yeah the garden is good. but we've guests staying over so house needs to be cleaned too  bit of mad day ahead!,morning yeah garden good weve guest staying house need cleaned bit mad day ahead,morning yeah garden good ve guest stay house need clean bit mad day ahead
0,@kimberly_ann really? mine seems to have started about 2 hours ago ,_ann really mine seems started 2 hour ago,ann start hour ago
1,&quot;Jesus wept.&quot; Tears can be a wonderful way 2 show R kids love.  http://bit.ly/SYVrx,quotjesus weptquot tear wonderful way 2 show r kid love,quotjesus weptquot tear wonderful way r kid love
1,watching spongebob ,watching spongebob,watch spongebob
1,@ColleenLindsay LOL! I love you! You're killing me with this chuck guy! ,lol love youre killing chuck guy,lol love kill chuck guy
1,@waugaman am baaack  what beach? Guildford beach?!,baaack beach guildford beach,baaack beach guildford beach
0,I miss my pops! ,miss pop,miss pop
1,@Ali_Barker i've fixed it. so merrrrrrrr.  i just had to stop scanning for viruses. saaaaafe! ;D,_barker ive fixed merrrrrrrr stop scanning virus saaaaafe,barker ve fix merrrrrrrr stop scan virus saaaaafe d
0,@Tarisa_Wi Liar! ur not following me TARISA_Wi... hehehe.. i called late last nyt but you were sleeping ,_wi liar ur following tarisa_wi hehehe called late last nyt sleeping,wi liar ur follow tarisa_wi hehehe call late nyt sleep
1,Is sitting down to listen to the sermon. . . Probably need to listen ,sitting listen sermon probably need listen,sit listen sermon probably need listen
0,is missing my best friend too much! Can't it be August already!!! ,missing best friend much cant august already,miss good friend not august
0,Restoring my iPod touch seemed like euthanasia to me. I was willingly killing it. ,restoring ipod touch seemed like euthanasia willingly killing,restore ipod touch like euthanasia willingly kill
1,@growwear:  You have a DM.  ,dm,dm
0,@markbrown83 BBQ would be good. No veg plot this year - was too lazy  just a few tomatoes. Bit pathetic really.,bbq would good veg plot year lazy tomato bit pathetic really,bbq good veg plot year lazy tomato bit pathetic
1,@MzCupCakes13: well don't cry =( everything will go away good night and liner 2 ,well dont cry everything go away good night liner 2,not cry away good night liner
0,MAJIDE!!! Seriously jealous of kris williams! Wopuld LOVE to work w jay and grant!!!    http://myloc.me/4eHY,majide seriously jealous kris williams wopuld love work w jay grant,majide seriously jealous kris williams wopuld love work w jay grant
1,"@Sn0wrose nah,a while ago ",naha ago,naha ago
0,"I just feel like whinging and crying.  Oh hey, I'm in the right place !",feel like whinging cry oh hey im right place,feel like whinge cry oh hey m right place
1,this friday is going to be amazing .. hopefully  x,friday going amazing hopefully x,friday go amazing hopefully x
0,On my way home for a lovely sit down...and then to do dishes ,way home lovely sit downand dish,way home lovely sit downand dish
0,"Told Verizon not to send anyone before 11. He showed up at 10. Gotta deal with this bullshit now, dunno how long I'll be offline. ",told verizon send anyone 11 showed 10 gotta deal bullshit dunno long ill offline,tell verizon send show get to deal bullshit dunno long ill offline
1,Its beautiful outside. I wish i was in new york city. But this area is pretty cool. Hip and trendy. ,beautiful outside wish new york city area pretty cool hip trendy,beautiful outside wish new york city area pretty cool hip trendy
0,@omid9 Lol ... Tbh .. i hated her .. she shouldnt of won ,lol tbh hated shouldnt,lol tbh hate not win
1,we [#iA2009] jus discussed a marriage business model! makes a lot of sense and worth experimenting me thinks.. ,[] jus discussed marriage business model make lot sense worth experimenting think,jus discuss marriage business model make lot sense worth experiment think
0,Its Almost 5am and I only had 2hrs of sleep lastnight off to work in a few ,almost 5am 2hrs sleep lastnight work,hrs sleep lastnight work
1,"@djknucklehead feed them spagehttii, it looks like brain...kind of ",feed spagehttii look like brainkind,feed spagehttii look like brainkind
0,but kinda missin' LA ,kinda missin la,kinda missin la
1,@NicoleWTHR @krisk welcome to the addiction ,welcome addiction,welcome addiction
1,yayyyy! @nevershoutnever has signed to warner bros recordz ,yayyyy signed warner bros recordz,yayyyy sign warner bros recordz
0,"@ShystieUK Love u too Schnelly...  @ the BB, I feel deprived... I'm missing everythang (n) *sighs*",love u schnelly bb feel deprived im missing everythang n sigh,love u schnelly bb feel deprive m miss everythang n sigh
1,"@jordy_s If you haven't been to civ and space you surely missed out, because I personally love those phases, especially space ",_s havent civ space surely missed personally love phase especially space,s not civ space surely miss personally love phase especially space
1,bed  amused,bed amused,bed amuse
0,@heavyharts sounds like fun! They probably wouldn't want you to bring me on the flight. They'd stick me with the luggage. ,sound like fun probably wouldnt want bring flight theyd stick luggage,sound like fun probably not want bring flight d stick luggage
1,"can't wait till thursday at 93 feet east, hopefully erase the memory of the gig today...i'm sorry if you were there ",cant wait till thursday 93 foot east hopefully erase memory gig todayim sorry,not wait till thursday foot east hopefully erase memory gig todayim sorry
